date,day_of_week,month,week_of_year,is_weekend,weather_type,holiday,month_period,Beedi,Bite Packet,Boil Egg,Bread,Breakfast,Bulath vita,Buns,Chicken Curry,Cigarette,Coffee,Cream Bun,Dal Curry,Egg Bun,Egg Rotti,Fish Bun,Flat Bread,Halapa,Hoppers,Jam bun,Kahata,Lavariya,Milk Packet,Milk Plain Tea,Milk Toffee,Milo Tea,Pancake,Plain Tea,Roast bread,Rock Cake,Rolls,Roti,Sesame roll,Soft drinks,Soft drinks Cup,Spanchi,String Hoppers,Tea,Ulundu Wade,Vegitable Roti,Wade,Watter Bottle,Yogurt
2026-03-30,Monday,3,14,No,Cloudy,No,end,0,0,1,0.0,12.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,14.0,0,0.0,0.0,0,15.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1
2026-03-31,Tuesday,3,14,No,Hot,No,end,3,0,0,5.5,14.0,11.0,0,6.0,35.0,0,4,17.0,0,74.0,21,1,13,16.0,6,35.0,0,3,0,3,0,0,100.0,25.0,0,51.0,9.0,0,32.0,0,0,133.0,19.0,68.0,26.0,0,3.0,1
2026-04-01,Wednesday,4,14,No,Rainy,No,start,4,0,1,3.5,15.0,17.0,1,6.0,34.0,0,0,8.0,0,60.0,18,9,4,33.0,1,20.0,4,5,0,0,0,0,83.5,21.0,0,64.0,5.0,5,43.0,1,0,67.0,34.0,108.0,19.0,0,5.0,1
2026-04-02,Thursday,4,14,No,Cloudy,No,start,14,1,0,5.0,11.5,23.0,1,2.0,60.0,0,0,5.0,0,70.0,19,0,7,62.0,1,21.0,4,10,0,0,0,0,120.5,21.0,0,51.0,16.0,4,35.0,3,0,57.0,21.0,83.0,17.0,0,5.0,0
2026-04-03,Friday,4,14,No,Rainy,No,start,4,0,0,2.5,10.0,20.0,0,3.0,30.0,3,4,49.0,0,40.0,17,2,14,8.0,2,25.0,4,9,0,3,5,0,70.5,10.0,0,59.0,9.0,6,19.0,0,5,18.0,17.0,62.0,12.0,0,1.0,0
2026-04-04,Saturday,4,14,Yes,Hot,No,start,0,0,0,2.0,15.5,28.0,0,8.0,26.0,0,2,7.0,0,57.0,14,1,14,35.0,0,27.0,5,7,0,0,4,0,95.5,25.0,0,57.0,11.0,0,14.0,1,1,123.0,21.0,49.0,15.0,0,3.0,1
2026-04-05,Sunday,4,14,Yes,Hot,No,start,4,0,1,2.0,12.0,34.0,0,2.0,40.0,1,0,8.0,0,51.0,4,0,3,15.0,0,17.0,0,15,1,1,0,0,73.0,19.0,0,94.0,15.0,1,38.0,0,0,62.0,21.0,71.0,20.0,0,3.0,1
2026-04-06,Monday,4,15,No,Hot,No,start,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0.0,0.0,0,28.0,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0,0.0,0
2026-04-07,Tuesday,4,15,No,Cloudy,No,start,6,0,0,1.5,13.5,7.0,3,2.0,38.0,0,3,6.0,0,62.0,8,1,6,40.0,1,32.0,0,2,0,1,0,1,84.5,10.0,0,80.0,3.0,1,51.0,7,2,89.0,35.0,95.0,32.0,0,6.0,2
2026-04-08,Wednesday,4,15,No,Rainy,No,start,1,0,0,3.0,12.0,9.0,0,2.0,36.0,0,3,9.0,0,38.0,16,3,7,12.0,1,21.0,4,3,0,4,1,0,77.0,22.0,0,42.0,6.0,0,22.0,2,0,73.0,16.0,31.0,13.0,0,7.0,0
2026-04-09,Thursday,4,15,No,Cloudy,No,start,14,0,1,1.5,10.0,13.0,0,5.0,24.0,0,1,9.0,0,37.0,4,0,8,26.0,3,14.0,4,10,0,2,0,1,56.0,24.0,0,43.0,5.0,0,28.0,2,0,112.0,20.0,51.0,13.0,0,12.0,1
2026-04-10,Friday,4,15,No,Rainy,No,start,23,0,1,1.0,13.0,21.0,1,0.0,57.0,0,0,5.0,0,52.0,6,2,7,50.0,2,35.0,4,7,1,3,8,0,109.0,20.0,0,67.0,10.0,2,52.0,7,1,61.0,16.0,34.0,26.0,0,6.0,0
2026-04-11,Saturday,4,15,Yes,Hot,No,middle,6,0,0,2.0,15.5,25.0,0,7.0,40.0,0,2,8.0,0,60.0,14,1,10,36.0,0,16.0,5,7,0,0,5,0,97.0,25.0,0,57.0,9.0,0,13.0,1,1,118.0,20.0,54.0,13.0,0,3.0,1
2026-04-12,Sunday,4,15,Yes,Hot,No,middle,13,0,1,2.0,6.5,4.0,0,3.0,42.0,0,0,6.0,0,51.0,11,2,13,26.0,0,15.0,0,0,0,1,5,0,86.5,20.0,0,80.0,9.0,1,37.0,2,0,18.0,17.0,76.0,16.0,1,11.0,1
2026-04-13,Monday,4,16,No,Hot,Yes,middle,8,0,0,0.0,7.5,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,9.0,0,0.0,0.0,0,28.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1
2026-04-14,Tuesday,4,16,No,Cloudy,Yes,middle,8,0,0,2.0,11.5,8.0,4,3.0,69.0,1,4,8.0,0,64.0,7,0,6,50.0,1,34.0,0,3,0,1,0,0,75.0,11.0,0,78.0,3.0,0,55.0,8,2,88.0,36.0,82.0,32.0,0,8.0,3
2026-04-15,Wednesday,4,16,No,Rainy,No,middle,3,0,0,4.5,11.0,46.0,2,0.0,73.0,0,1,8.0,5,53.0,6,0,5,56.0,1,1.0,3,6,11,0,0,1,146.5,14.0,0,43.0,15.0,8,28.0,6,0,69.0,21.0,45.0,22.0,1,7.0,1
2026-04-16,Thursday,4,16,No,Cloudy,No,middle,10,0,1,2.5,15.0,27.0,0,3.0,37.0,2,0,11.0,0,65.0,11,5,9,14.0,1,39.0,0,12,0,1,0,0,89.0,27.0,0,50.0,15.0,0,40.0,2,1,173.0,22.0,88.0,38.0,0,6.0,2
2026-04-17,Friday,4,16,No,Rainy,No,middle,4,0,1,2.5,7.0,9.0,0,1.0,9.0,1,0,5.0,0,19.0,2,0,4,27.0,0,7.0,4,6,0,0,0,1,21.0,0.0,0,14.0,3.0,0,10.0,0,1,39.0,6.0,12.0,6.0,0,1.0,1
2026-04-18,Saturday,4,16,Yes,Hot,No,middle,23,1,2,3.0,10.5,39.0,0,1.0,72.0,0,1,10.0,0,64.0,28,2,20,51.0,1,32.0,3,13,0,0,3,2,113.5,24.0,0,90.0,22.0,2,37.0,3,2,43.0,23.0,86.0,23.0,0,4.0,1
2026-04-19,Sunday,4,16,Yes,Hot,No,middle,6,0,1,5.0,11.5,19.0,8,0.0,79.0,0,10,11.0,0,74.0,18,0,9,42.0,4,22.0,4,26,0,0,2,2,63.0,53.0,0,90.0,8.0,1,41.0,5,0,59.0,43.0,115.0,31.0,0,11.0,0
2026-04-20,Monday,4,17,No,Hot,No,middle,4,0,1,1.0,9.5,18.0,1,3.0,35.0,0,5,5.0,0,36.0,17,2,7,33.0,0,22.0,3,1,0,0,10,0,75.5,14.0,0,46.0,12.0,0,36.0,0,1,106.0,26.0,71.0,26.0,0,6.0,1
2026-04-21,Tuesday,4,17,No,Cloudy,No,end,6,0,0,2.0,14.5,14.0,1,6.0,29.0,0,0,9.0,0,51.0,14,3,8,51.0,2,27.0,3,13,0,1,0,2,69.5,22.0,0,57.0,3.0,0,26.0,1,0,83.0,24.0,46.0,14.0,0,4.0,1
2026-04-22,Wednesday,4,17,No,Rainy,No,end,3,0,1,2.5,13.0,15.0,0,5.0,26.0,0,1,8.0,0,52.0,16,8,3,25.0,1,19.0,3,6,0,2,0,1,82.5,18.0,0,62.0,5.0,5,31.0,1,0,59.0,25.0,90.0,20.0,0,5.0,1
2026-04-23,Thursday,4,17,No,Cloudy,No,end,9,0,0,1.0,12.5,19.0,3,7.0,41.0,0,2,5.0,0,47.0,18,2,5,35.0,2,23.0,2,5,0,1,0,1,60.0,13.0,1,73.0,18.0,3,41.0,3,0,102.0,29.0,66.0,17.0,0,4.0,1
2026-04-24,Friday,4,17,No,Rainy,No,end,3,0,0,2.0,10.5,17.0,0,3.0,28.0,2,5,48.0,0,40.0,15,0,14,9.0,2,28.0,4,9,0,2,5,0,61.0,13.0,0,56.0,9.0,5,21.0,0,5,19.0,15.0,54.0,12.0,0,1.0,1
2026-04-25,Saturday,4,17,Yes,Hot,No,end,9,0,3,1.5,12.0,16.0,0,3.0,27.0,0,0,8.0,0,53.0,15,6,8,26.0,4,34.0,5,9,0,3,0,2,71.0,24.0,0,61.0,13.0,2,40.0,4,1,97.0,27.0,81.0,22.0,0,5.0,0
2026-04-26,Sunday,4,17,Yes,Hot,No,end,4,0,1,2.0,14.5,33.0,1,0.0,37.0,0,0,8.0,0,51.0,5,0,2,12.0,0,14.0,0,15,0,1,0,1,69.0,19.0,0,67.0,11.0,0,37.0,0,1,66.0,20.0,70.0,19.0,0,4.0,1
2026-04-27,Monday,4,18,No,Hot,No,end,0,0,0,0.5,12.5,22.0,1,0.0,32.0,2,0,9.0,0,60.0,15,0,8,17.0,1,37.0,5,12,0,32,8,0,76.5,17.0,0,48.0,12.0,0,31.0,0,1,172.0,19.0,87.0,19.0,0,9.0,0
2026-04-28,Tuesday,4,18,No,Cloudy,No,end,4,0,1,4.5,14.5,9.0,0,5.0,37.0,1,6,14.0,0,76.0,19,1,14,14.0,6,39.0,0,2,0,2,0,0,80.0,23.0,0,55.0,9.0,0,32.0,0,0,149.0,14.0,60.0,28.0,0,3.0,1
2026-04-29,Wednesday,4,18,No,Rainy,No,end,3,0,1,3.5,14.5,15.0,0,6.0,34.0,0,0,8.0,0,39.0,18,8,3,25.0,1,17.0,4,6,0,0,0,0,94.5,20.0,0,65.0,5.0,4,45.0,1,0,61.0,35.0,107.0,23.0,0,5.0,1
2026-04-30,Thursday,4,18,No,Cloudy,No,end,16,1,0,5.5,12.5,26.0,0,2.0,71.0,0,0,5.0,0,64.0,22,0,7,68.0,1,31.0,4,11,0,0,0,0,116.0,20.0,0,49.0,13.0,4,43.0,3,0,61.0,25.0,96.0,16.0,0,4.0,0
2026-05-02,Saturday,5,18,Yes,Normal,No,start,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,5.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
